Test_Year,Model,Feature,Importance
2026,CAT C - MARKET + SEC + FINBERT,Ticker,5.03824931258219
2026,CAT C - MARKET + SEC + FINBERT,Stock_vs_QQQ_1D,4.981024251748814
2026,CAT C - MARKET + SEC + FINBERT,Sentiment_Momentum_3,4.0020890750071025
2026,CAT C - MARKET + SEC + FINBERT,QQQ_Log_Return_3D,3.093700279283003
2026,CAT C - MARKET + SEC + FINBERT,Has_Event_Guidance,1.2580690942261306
2026,CAT C - MARKET + SEC + FINBERT,Has_Item_1_01,1.2158535846274237
2026,CAT C - MARKET + SEC + FINBERT,Has_Item_2_02,0.8430833452274133
2026,CAT C - MARKET + SEC + FINBERT,Has_Item_5_03,0.7074155458146294
2026,CAT C - MARKET + SEC + FINBERT,Has_Item_5_02,0.6183792106295364
2026,CAT C - MARKET + SEC + FINBERT,Has_Item_7_01,0.49759569588654945
2026,CAT C - MARKET + SEC + FINBERT,Has_Event_Earnings,0.4932088370703799
2026,CAT C - MARKET + SEC + FINBERT,Has_Item_5_07,0.46543182760447854
2026,CAT C - MARKET + SEC + FINBERT,Has_Item_8_01,0.2847505675352857
2026,CAT C - MARKET + SEC + FINBERT,Has_EX99,0.24120326028516414
2026,CAT C - MARKET + SEC + FINBERT,Has_Item_2_03,0.14500283146995022
2026,CAT C - MARKET + SEC + FINBERT,Has_Event_Buyback,0.10948769152533849
2026,CAT C - MARKET + SEC + FINBERT,Has_Sentiment_History,0.08806004801082488
2026,CAT C - MARKET + SEC + FINBERT,Has_Item_2_01,0.08500154545217593
2026,CAT C - MARKET + SEC + FINBERT,Has_Item_1_02,0.0
